period_dt,cat,cpi,coef
2004-02-01,pasta_couscous,94.54,41.0
2004-03-01,pasta_couscous,94.45,41.0
2004-04-01,pasta_couscous,92.87,41.0
2004-05-01,pasta_couscous,93.57,41.0
2004-06-01,pasta_couscous,93.9,41.0
2004-07-01,pasta_couscous,93.83,41.0
2004-08-01,pasta_couscous,92.9,41.0
2004-09-01,pasta_couscous,92.52,41.0
2004-10-01,pasta_couscous,89.63,41.0
2004-11-01,pasta_couscous,91.51,41.0
2004-12-01,pasta_couscous,90.02,41.0
2005-01-01,pasta_couscous,88.84,41.0
2005-02-01,pasta_couscous,89.96,41.0
2005-03-01,pasta_couscous,89.86,41.0
2005-04-01,pasta_couscous,88.66,41.0
2005-05-01,pasta_couscous,88.45,41.0
2005-06-01,pasta_couscous,87.52,41.0
2005-07-01,pasta_couscous,87.22,41.0
2005-08-01,pasta_couscous,87.15,41.0
2005-09-01,pasta_couscous,85.96,41.0
2005-10-01,pasta_couscous,83.81,41.0
2005-11-01,pasta_couscous,84.88,41.0
2005-12-01,pasta_couscous,84.61,41.0
2006-01-01,pasta_couscous,85.52,51.0
2006-02-01,pasta_couscous,85.94,51.0
2006-03-01,pasta_couscous,85.73,51.0
2006-04-01,pasta_couscous,85.5,51.0
2006-05-01,pasta_couscous,87.13,51.0
2006-06-01,pasta_couscous,87.7,51.0
2006-07-01,pasta_couscous,88.45,51.0
2006-08-01,pasta_couscous,88.82,51.0
2006-09-01,pasta_couscous,88.08,51.0
2006-10-01,pasta_couscous,89.2,51.0
2006-11-01,pasta_couscous,88.09,51.0
2006-12-01,pasta_couscous,87.49,51.0
2007-01-01,pasta_couscous,88.62,53.0
2007-02-01,pasta_couscous,88.3,53.0
2007-03-01,pasta_couscous,85.84,53.0
2007-04-01,pasta_couscous,86.07,53.0
2007-05-01,pasta_couscous,85.31,53.0
2007-06-01,pasta_couscous,85.12,53.0
2007-07-01,pasta_couscous,84.4,53.0
2007-08-01,pasta_couscous,84.62,53.0
2007-09-01,pasta_couscous,84.08,53.0
2007-10-01,pasta_couscous,87.85,53.0
2007-11-01,pasta_couscous,87.31,53.0
2007-12-01,pasta_couscous,88.96,53.0
2008-01-01,pasta_couscous,89.83,41.0
2008-02-01,pasta_couscous,88.67,41.0
2008-03-01,pasta_couscous,94.75,41.0
2008-04-01,pasta_couscous,95.33,41.0
2008-05-01,pasta_couscous,97.31,41.0
2008-06-01,pasta_couscous,98.49,41.0
2008-07-01,pasta_couscous,96.14,41.0
2008-08-01,pasta_couscous,98.08,41.0
2008-09-01,pasta_couscous,99.02,41.0
2008-10-01,pasta_couscous,102.06,41.0
2008-11-01,pasta_couscous,99.83,41.0
2008-12-01,pasta_couscous,101.5,41.0
2009-01-01,pasta_couscous,97.89,50.0
2009-02-01,pasta_couscous,99.76,50.0
2009-03-01,pasta_couscous,98.12,50.0
2009-04-01,pasta_couscous,99.36,50.0
2009-05-01,pasta_couscous,102.15,50.0
2009-06-01,pasta_couscous,100.32,50.0
2009-07-01,pasta_couscous,101.14,50.0
2009-08-01,pasta_couscous,101.7,50.0
2009-09-01,pasta_couscous,100.25,50.0
2009-10-01,pasta_couscous,99.72,50.0
2009-11-01,pasta_couscous,98.86,50.0
2009-12-01,pasta_couscous,101.89,50.0
2010-01-01,pasta_couscous,95.35,52.0
2010-02-01,pasta_couscous,101.68,52.0
2010-03-01,pasta_couscous,99.26,52.0
2010-04-01,pasta_couscous,99.63,52.0
2010-05-01,pasta_couscous,99.07,52.0
2010-06-01,pasta_couscous,98.83,52.0
2010-07-01,pasta_couscous,98.66,52.0
2010-08-01,pasta_couscous,97.51,52.0
2010-09-01,pasta_couscous,95.65,52.0
2010-10-01,pasta_couscous,97.37,52.0
2010-11-01,pasta_couscous,95.61,52.0
2010-12-01,pasta_couscous,97.03,52.0
2011-01-01,pasta_couscous,92.76,44.0
2011-02-01,pasta_couscous,96.7,44.0
2011-03-01,pasta_couscous,100.05,44.0
2011-04-01,pasta_couscous,100.02,44.0
2011-05-01,pasta_couscous,100.07,44.0
2011-06-01,pasta_couscous,100.96,44.0
2011-07-01,pasta_couscous,102.03,44.0
2011-08-01,pasta_couscous,101.39,44.0
2011-09-01,pasta_couscous,102.85,44.0
2011-10-01,pasta_couscous,99.7,44.0
2011-11-01,pasta_couscous,100.42,44.0
2011-12-01,pasta_couscous,99.7,44.0
2012-01-01,pasta_couscous,93.01,43.0
2012-02-01,pasta_couscous,100.13,43.0
2012-03-01,pasta_couscous,102.15,43.0
2012-04-01,pasta_couscous,99.89,43.0
2012-05-01,pasta_couscous,98.77,43.0
2012-06-01,pasta_couscous,100.58,43.0
2012-07-01,pasta_couscous,99.14,43.0
2012-08-01,pasta_couscous,102.32,43.0
2012-09-01,pasta_couscous,105.18,43.0
2012-10-01,pasta_couscous,103.04,43.0
2012-11-01,pasta_couscous,106.85,43.0
2012-12-01,pasta_couscous,107.64,43.0
2013-01-01,pasta_couscous,103.15,46.0
2013-02-01,pasta_couscous,109.61,46.0
2013-03-01,pasta_couscous,110.4,46.0
2013-04-01,pasta_couscous,109.9,46.0
2013-05-01,pasta_couscous,107.37,46.0
2013-06-01,pasta_couscous,107.38,46.0
2013-07-01,pasta_couscous,108.19,46.0
2013-08-01,pasta_couscous,106.17,46.0
2013-09-01,pasta_couscous,104.99,46.0
2013-10-01,pasta_couscous,103.95,46.0
2013-11-01,pasta_couscous,104.05,46.0
2013-12-01,pasta_couscous,102.57,46.0
2014-01-01,pasta_couscous,99.64,54.0
2014-02-01,pasta_couscous,98.95,54.0
2014-03-01,pasta_couscous,104.68,54.0
2014-04-01,pasta_couscous,103.7,54.0
2014-05-01,pasta_couscous,102.09,54.0
2014-06-01,pasta_couscous,105.64,54.0
2014-07-01,pasta_couscous,103.86,54.0
2014-08-01,pasta_couscous,104.65,54.0
2014-09-01,pasta_couscous,98.89,54.0
2014-10-01,pasta_couscous,105.1,54.0
2014-11-01,pasta_couscous,103.95,54.0
2014-12-01,pasta_couscous,98.6,54.0
2015-01-01,pasta_couscous,99.13,60.0
2015-02-01,pasta_couscous,99.43,60.0
2015-03-01,pasta_couscous,99.13,60.0
2015-04-01,pasta_couscous,105.99,60.0
2015-05-01,pasta_couscous,107.34,60.0
2015-06-01,pasta_couscous,96.23,60.0
2015-07-01,pasta_couscous,98.12,60.0
2015-08-01,pasta_couscous,98.69,60.0
2015-09-01,pasta_couscous,105.48,60.0
2015-10-01,pasta_couscous,96.26,60.0
2015-11-01,pasta_couscous,97.6,60.0
2015-12-01,pasta_couscous,96.59,60.0
2016-01-01,pasta_couscous,96.72,150.0
2016-02-01,pasta_couscous,97.67,150.0
2016-03-01,pasta_couscous,98.77,150.0
2016-04-01,pasta_couscous,103.22,150.0
2016-05-01,pasta_couscous,98.86,150.0
2016-06-01,pasta_couscous,98.83,150.0
2016-07-01,pasta_couscous,97.34,150.0
2016-08-01,pasta_couscous,98.33,150.0
2016-09-01,pasta_couscous,96.3,150.0
2016-10-01,pasta_couscous,96.56,150.0
2016-11-01,pasta_couscous,96.14,150.0
2016-12-01,pasta_couscous,103.46,150.0
2017-01-01,pasta_couscous,96.59,151.0
2017-02-01,pasta_couscous,98.45,151.0
2017-03-01,pasta_couscous,96.51,151.0
2017-04-01,pasta_couscous,103.66,151.0
2017-05-01,pasta_couscous,104.16,151.0
2017-06-01,pasta_couscous,98.76,151.0
2017-07-01,pasta_couscous,96.89,151.0
2017-08-01,pasta_couscous,106.02,151.0
2017-09-01,pasta_couscous,97.55,151.0
2017-10-01,pasta_couscous,97.96,151.0
2017-11-01,pasta_couscous,94.97,151.0
2017-12-01,pasta_couscous,97.88,151.0
2018-01-01,pasta_couscous,92.82,140.0
2018-02-01,pasta_couscous,96.84,140.0
2018-03-01,pasta_couscous,96.33,140.0
2018-04-01,pasta_couscous,96.27,140.0
2018-05-01,pasta_couscous,97.87,140.0
2018-06-01,pasta_couscous,95.62,140.0
2018-07-01,pasta_couscous,96.87,140.0
2018-08-01,pasta_couscous,101.37,140.0
2018-09-01,pasta_couscous,96.57,140.0
2018-10-01,pasta_couscous,97.05,140.0
2018-11-01,pasta_couscous,96.75,140.0
2018-12-01,pasta_couscous,98.53,140.0
2019-01-01,pasta_couscous,97.67,170.0
2019-02-01,pasta_couscous,99.56,170.0
2019-03-01,pasta_couscous,100.24,170.0
2019-04-01,pasta_couscous,99.28,170.0
2019-05-01,pasta_couscous,99.43,170.0
2019-06-01,pasta_couscous,103.06,170.0
2019-07-01,pasta_couscous,101.09,170.0
2019-08-01,pasta_couscous,101.65,170.0
2019-09-01,pasta_couscous,95.47,170.0
2019-10-01,pasta_couscous,100.39,170.0
2019-11-01,pasta_couscous,99.42,170.0
2019-12-01,pasta_couscous,99.72,170.0
2020-01-01,pasta_couscous,97.8,165.0
2020-02-01,pasta_couscous,104.86,165.0
2020-03-01,pasta_couscous,101.17,165.0
2020-04-01,pasta_couscous,107.61,165.0
2020-05-01,pasta_couscous,105.34,165.0
2020-06-01,pasta_couscous,106.0,165.0
2020-07-01,pasta_couscous,100.81,165.0
2020-08-01,pasta_couscous,102.03,165.0
2020-09-01,pasta_couscous,101.78,165.0
2020-10-01,pasta_couscous,97.62,165.0
2020-11-01,pasta_couscous,100.34,165.0
2020-12-01,pasta_couscous,99.0,165.0
2021-01-01,pasta_couscous,100.44,180.0
2021-02-01,pasta_couscous,99.5,180.0
2021-03-01,pasta_couscous,104.11,180.0
2021-04-01,pasta_couscous,99.72,180.0
2021-05-01,pasta_couscous,103.84,180.0
2021-06-01,pasta_couscous,105.81,180.0
2021-07-01,pasta_couscous,103.99,180.0
2021-08-01,pasta_couscous,100.76,180.0
2021-09-01,pasta_couscous,101.37,180.0
2021-10-01,pasta_couscous,102.21,180.0
2021-11-01,pasta_couscous,102.78,180.0
2021-12-01,pasta_couscous,107.38,180.0
2022-01-01,pasta_couscous,109.23,173.0
2022-02-01,pasta_couscous,115.26,173.0
2022-03-01,pasta_couscous,118.58,173.0
2022-04-01,pasta_couscous,115.19,173.0
2022-05-01,pasta_couscous,117.16,173.0
2022-06-01,pasta_couscous,120.04,173.0
2022-07-01,pasta_couscous,120.63,173.0
2022-08-01,pasta_couscous,127.62,173.0
2022-09-01,pasta_couscous,119.25,173.0
2022-10-01,pasta_couscous,122.94,173.0
2022-11-01,pasta_couscous,126.59,173.0
2022-12-01,pasta_couscous,128.45,173.0
2023-01-01,pasta_couscous,131.44,172.0
2023-02-01,pasta_couscous,132.1,172.0
1996-01-01,meat,75.54,2911.0
1996-02-01,meat,75.49,2911.0
1996-03-01,meat,76.0,2911.0
1996-04-01,meat,75.87,2911.0
1996-05-01,meat,76.12,2911.0
1996-06-01,meat,76.46,2911.0
1996-07-01,meat,76.56,2911.0
1996-08-01,meat,76.48,2911.0
1996-09-01,meat,76.32,2911.0
1996-10-01,meat,76.55,2911.0
1996-11-01,meat,76.32,2911.0
1996-12-01,meat,76.28,2911.0
1997-01-01,meat,76.38,2911.0
1997-02-01,meat,75.86,2911.0
1997-03-01,meat,75.7,2911.0
1997-04-01,meat,76.29,2911.0
1997-05-01,meat,78.61,2911.0
1997-06-01,meat,78.92,2911.0
1997-07-01,meat,78.69,2911.0
1997-08-01,meat,78.75,2911.0
1997-09-01,meat,78.33,2911.0
1997-10-01,meat,78.31,2911.0
1997-11-01,meat,79.23,2911.0
1997-12-01,meat,79.24,2911.0
1998-01-01,meat,78.74,2911.0
1998-02-01,meat,79.16,2911.0
1998-03-01,meat,79.35,2911.0
1998-04-01,meat,79.58,2911.0
1998-05-01,meat,79.31,2911.0
1998-06-01,meat,79.15,2911.0
1998-07-01,meat,79.53,2911.0
1998-08-01,meat,79.27,2911.0
1998-09-01,meat,79.21,2911.0
1998-10-01,meat,79.02,2911.0
1998-11-01,meat,78.6,2911.0
1998-12-01,meat,78.63,2911.0
1999-01-01,meat,78.81,2911.0
1999-02-01,meat,78.71,2911.0
1999-03-01,meat,78.8,2911.0
1999-04-01,meat,78.58,2911.0
1999-05-01,meat,78.74,2911.0
1999-06-01,meat,78.95,2911.0
1999-07-01,meat,79.23,2911.0
1999-08-01,meat,79.53,2911.0
1999-09-01,meat,79.14,2911.0
1999-10-01,meat,79.58,2911.0
1999-11-01,meat,79.72,2911.0
1999-12-01,meat,79.81,2911.0
2000-01-01,meat,79.64,2320.0
2000-02-01,meat,79.06,2320.0
2000-03-01,meat,79.01,2320.0
2000-04-01,meat,78.79,2320.0
2000-05-01,meat,79.23,2320.0
2000-06-01,meat,79.43,2320.0
2000-07-01,meat,79.64,2320.0
2000-08-01,meat,79.89,2320.0
2000-09-01,meat,80.47,2320.0
2000-10-01,meat,81.0,2320.0
2000-11-01,meat,82.03,2320.0
2000-12-01,meat,82.51,2320.0
2001-01-01,meat,83.42,2320.0
2001-02-01,meat,84.01,2320.0
2001-03-01,meat,86.0,2320.0
2001-04-01,meat,88.97,2320.0
2001-05-01,meat,89.2,2320.0
2001-06-01,meat,89.17,2320.0
2001-07-01,meat,89.01,2320.0
2001-08-01,meat,88.9,2320.0
2001-09-01,meat,89.19,2320.0
2001-10-01,meat,88.89,2320.0
2001-11-01,meat,88.71,2320.0
2001-12-01,meat,88.46,2320.0
2002-01-01,meat,88.7,2320.0
2002-02-01,meat,88.96,2320.0
2002-03-01,meat,88.57,2320.0
2002-04-01,meat,88.88,2320.0
2002-05-01,meat,89.01,2320.0
2002-06-01,meat,88.76,2320.0
2002-07-01,meat,88.83,2320.0
2002-08-01,meat,88.54,2320.0
2002-09-01,meat,89.43,2320.0
2002-10-01,meat,88.08,2320.0
2002-11-01,meat,88.17,2320.0
2002-12-01,meat,88.21,2320.0
2003-01-01,meat,87.1,2320.0
2003-02-01,meat,87.67,2320.0
2003-03-01,meat,87.96,2320.0
2003-04-01,meat,89.2,2320.0
2003-05-01,meat,89.61,2320.0
2003-06-01,meat,90.04,2320.0
2003-07-01,meat,90.16,2320.0
2003-08-01,meat,90.31,2320.0
2003-09-01,meat,89.76,2320.0
2003-10-01,meat,89.24,2320.0
2003-11-01,meat,89.01,2320.0
2003-12-01,meat,89.3,2320.0
2004-01-01,meat,88.5,2320.0
2004-02-01,meat,88.44,2320.0
2004-03-01,meat,87.86,2320.0
2004-04-01,meat,87.58,2320.0
2004-05-01,meat,88.0,2320.0
2004-06-01,meat,87.94,2320.0
2004-07-01,meat,87.99,2320.0
2004-08-01,meat,87.57,2320.0
2004-09-01,meat,88.02,2320.0
2004-10-01,meat,87.99,2320.0
2004-11-01,meat,87.65,2320.0
2004-12-01,meat,87.67,2320.0
2005-01-01,meat,87.86,2320.0
2005-02-01,meat,87.75,2320.0
2005-03-01,meat,87.87,2320.0
2005-04-01,meat,87.85,2320.0
2005-05-01,meat,88.64,2320.0
2005-06-01,meat,88.52,2320.0
2005-07-01,meat,88.74,2320.0
2005-08-01,meat,89.06,2320.0
2005-09-01,meat,88.32,2320.0
2005-10-01,meat,88.96,2320.0
2005-11-01,meat,88.43,2320.0
2005-12-01,meat,88.86,2320.0
2006-01-01,meat,89.16,2191.0
2006-02-01,meat,88.54,2191.0
2006-03-01,meat,88.66,2191.0
2006-04-01,meat,89.47,2191.0
2006-05-01,meat,89.32,2191.0
2006-06-01,meat,89.74,2191.0
2006-07-01,meat,89.41,2191.0
2006-08-01,meat,89.53,2191.0
2006-09-01,meat,89.61,2191.0
2006-10-01,meat,89.64,2191.0
2006-11-01,meat,89.32,2191.0
2006-12-01,meat,89.55,2191.0
2007-01-01,meat,89.06,2187.0
2007-02-01,meat,88.82,2187.0
2007-03-01,meat,88.52,2187.0
2007-04-01,meat,88.84,2187.0
2007-05-01,meat,88.68,2187.0
2007-06-01,meat,88.56,2187.0
2007-07-01,meat,88.6,2187.0
2007-08-01,meat,89.01,2187.0
2007-09-01,meat,89.26,2187.0
2007-10-01,meat,89.17,2187.0
2007-11-01,meat,89.09,2187.0
2007-12-01,meat,89.6,2187.0
2008-01-01,meat,89.6,2163.0
2008-02-01,meat,89.59,2163.0
2008-03-01,meat,90.0,2163.0
2008-04-01,meat,90.36,2163.0
2008-05-01,meat,90.8,2163.0
2008-06-01,meat,90.94,2163.0
2008-07-01,meat,91.82,2163.0
2008-08-01,meat,92.55,2163.0
2008-09-01,meat,93.17,2163.0
2008-10-01,meat,93.8,2163.0
2008-11-01,meat,94.17,2163.0
2008-12-01,meat,94.64,2163.0
2009-01-01,meat,93.94,2165.0
2009-02-01,meat,93.83,2165.0
2009-03-01,meat,94.23,2165.0
2009-04-01,meat,94.61,2165.0
2009-05-01,meat,94.08,2165.0
2009-06-01,meat,94.12,2165.0
2009-07-01,meat,94.35,2165.0
2009-08-01,meat,94.01,2165.0
2009-09-01,meat,93.31,2165.0
2009-10-01,meat,93.6,2165.0
2009-11-01,meat,93.35,2165.0
2009-12-01,meat,94.19,2165.0
2010-01-01,meat,92.58,2123.0
2010-02-01,meat,93.45,2123.0
2010-03-01,meat,92.53,2123.0
2010-04-01,meat,92.94,2123.0
2010-05-01,meat,93.02,2123.0
2010-06-01,meat,93.15,2123.0
2010-07-01,meat,93.09,2123.0
2010-08-01,meat,93.16,2123.0
2010-09-01,meat,93.06,2123.0
2010-10-01,meat,93.31,2123.0
2010-11-01,meat,93.24,2123.0
2010-12-01,meat,93.15,2123.0
2011-01-01,meat,92.49,2123.0
2011-02-01,meat,93.74,2123.0
2011-03-01,meat,94.13,2123.0
2011-04-01,meat,94.95,2123.0
2011-05-01,meat,95.11,2123.0
2011-06-01,meat,95.18,2123.0
2011-07-01,meat,95.5,2123.0
2011-08-01,meat,95.87,2123.0
2011-09-01,meat,95.72,2123.0
2011-10-01,meat,96.29,2123.0
2011-11-01,meat,96.49,2123.0
2011-12-01,meat,97.59,2123.0
2012-01-01,meat,96.37,2141.0
2012-02-01,meat,97.45,2141.0
2012-03-01,meat,97.22,2141.0
2012-04-01,meat,97.4,2141.0
2012-05-01,meat,97.76,2141.0
2012-06-01,meat,97.49,2141.0
2012-07-01,meat,97.87,2141.0
2012-08-01,meat,98.17,2141.0
2012-09-01,meat,98.01,2141.0
2012-10-01,meat,99.0,2141.0
2012-11-01,meat,99.48,2141.0
2012-12-01,meat,100.34,2141.0
2013-01-01,meat,99.94,2140.0
2013-02-01,meat,100.1,2140.0
2013-03-01,meat,100.59,2140.0
2013-04-01,meat,100.25,2140.0
2013-05-01,meat,99.58,2140.0
2013-06-01,meat,100.69,2140.0
2013-07-01,meat,101.29,2140.0
2013-08-01,meat,101.54,2140.0
2013-09-01,meat,101.05,2140.0
2013-10-01,meat,100.6,2140.0
2013-11-01,meat,100.85,2140.0
2013-12-01,meat,101.94,2140.0
2014-01-01,meat,101.57,2131.0
2014-02-01,meat,101.58,2131.0
2014-03-01,meat,101.37,2131.0
2014-04-01,meat,101.14,2131.0
2014-05-01,meat,100.76,2131.0
2014-06-01,meat,100.19,2131.0
2014-07-01,meat,100.98,2131.0
2014-08-01,meat,100.83,2131.0
2014-09-01,meat,100.51,2131.0
2014-10-01,meat,100.05,2131.0
2014-11-01,meat,100.4,2131.0
2014-12-01,meat,100.25,2131.0
2015-01-01,meat,99.58,2319.0
2015-02-01,meat,99.61,2319.0
2015-03-01,meat,99.87,2319.0
2015-04-01,meat,100.53,2319.0
2015-05-01,meat,100.32,2319.0
2015-06-01,meat,99.98,2319.0
2015-07-01,meat,100.32,2319.0
2015-08-01,meat,100.16,2319.0
2015-09-01,meat,100.18,2319.0
2015-10-01,meat,99.53,2319.0
2015-11-01,meat,99.89,2319.0
2015-12-01,meat,100.03,2319.0
2016-01-01,meat,99.62,2238.0
2016-02-01,meat,99.86,2238.0
2016-03-01,meat,100.25,2238.0
2016-04-01,meat,100.03,2238.0
2016-05-01,meat,100.4,2238.0
2016-06-01,meat,100.34,2238.0
2016-07-01,meat,99.97,2238.0
2016-08-01,meat,100.12,2238.0
2016-09-01,meat,99.9,2238.0
2016-10-01,meat,101.09,2238.0
2016-11-01,meat,101.32,2238.0
2016-12-01,meat,102.28,2238.0
2017-01-01,meat,101.92,2347.0
2017-02-01,meat,102.09,2347.0
2017-03-01,meat,102.44,2347.0
2017-04-01,meat,102.76,2347.0
2017-05-01,meat,103.98,2347.0
2017-06-01,meat,104.78,2347.0
2017-07-01,meat,105.24,2347.0
2017-08-01,meat,105.38,2347.0
2017-09-01,meat,105.49,2347.0
2017-10-01,meat,105.51,2347.0
2017-11-01,meat,105.61,2347.0
2017-12-01,meat,106.26,2347.0
2018-01-01,meat,104.81,2341.0
2018-02-01,meat,105.62,2341.0
2018-03-01,meat,104.63,2341.0
2018-04-01,meat,104.21,2341.0
2018-05-01,meat,104.64,2341.0
2018-06-01,meat,104.92,2341.0
2018-07-01,meat,104.52,2341.0
2018-08-01,meat,105.92,2341.0
2018-09-01,meat,105.46,2341.0
2018-10-01,meat,105.15,2341.0
2018-11-01,meat,106.44,2341.0
2018-12-01,meat,106.27,2341.0
2019-01-01,meat,107.18,2245.0
2019-02-01,meat,107.9,2245.0
2019-03-01,meat,107.98,2245.0
2019-04-01,meat,108.95,2245.0
2019-05-01,meat,110.15,2245.0
2019-06-01,meat,110.89,2245.0
2019-07-01,meat,111.37,2245.0
2019-08-01,meat,113.13,2245.0
2019-09-01,meat,113.08,2245.0
2019-10-01,meat,113.35,2245.0
2019-11-01,meat,113.84,2245.0
2019-12-01,meat,113.36,2245.0
2020-01-01,meat,112.86,2266.0
2020-02-01,meat,115.78,2266.0
2020-03-01,meat,117.72,2266.0
2020-04-01,meat,117.7,2266.0
2020-05-01,meat,117.62,2266.0
2020-06-01,meat,117.89,2266.0
2020-07-01,meat,117.96,2266.0
2020-08-01,meat,117.51,2266.0
2020-09-01,meat,117.97,2266.0
2020-10-01,meat,117.44,2266.0
2020-11-01,meat,117.22,2266.0
2020-12-01,meat,115.83,2266.0
2021-01-01,meat,115.16,2487.0
2021-02-01,meat,115.86,2487.0
2021-03-01,meat,115.73,2487.0
2021-04-01,meat,115.38,2487.0
2021-05-01,meat,115.87,2487.0
2021-06-01,meat,115.98,2487.0
2021-07-01,meat,116.37,2487.0
2021-08-01,meat,117.15,2487.0
2021-09-01,meat,116.83,2487.0
2021-10-01,meat,117.02,2487.0
2021-11-01,meat,116.41,2487.0
2021-12-01,meat,118.07,2487.0
2022-01-01,meat,118.37,2455.0
2022-02-01,meat,120.21,2455.0
2022-03-01,meat,122.09,2455.0
2022-04-01,meat,127.44,2455.0
2022-05-01,meat,132.03,2455.0
2022-06-01,meat,134.7,2455.0
2022-07-01,meat,135.16,2455.0
2022-08-01,meat,137.01,2455.0
2022-09-01,meat,136.26,2455.0
2022-10-01,meat,137.23,2455.0
2022-11-01,meat,138.24,2455.0
2022-12-01,meat,139.89,2455.0
2023-01-01,meat,139.33,2373.0
2023-02-01,meat,140.76,2373.0
1996-01-01,fish,60.13,313.0
1996-02-01,fish,59.53,313.0
1996-03-01,fish,59.49,313.0
1996-04-01,fish,59.59,313.0
1996-05-01,fish,60.08,313.0
1996-06-01,fish,63.73,313.0
1996-07-01,fish,62.06,313.0
1996-08-01,fish,61.49,313.0
1996-09-01,fish,60.17,313.0
1996-10-01,fish,59.87,313.0
1996-11-01,fish,59.84,313.0
1996-12-01,fish,59.28,313.0
1997-01-01,fish,58.83,313.0
1997-02-01,fish,59.3,313.0
1997-03-01,fish,59.16,313.0
1997-04-01,fish,59.68,313.0
1997-05-01,fish,59.73,313.0
1997-06-01,fish,62.25,313.0
1997-07-01,fish,61.31,313.0
1997-08-01,fish,60.87,313.0
1997-09-01,fish,60.34,313.0
1997-10-01,fish,61.39,313.0
1997-11-01,fish,61.71,313.0
1997-12-01,fish,61.25,313.0
1998-01-01,fish,62.32,313.0
1998-02-01,fish,63.12,313.0
1998-03-01,fish,63.46,313.0
1998-04-01,fish,64.01,313.0
1998-05-01,fish,64.12,313.0
1998-06-01,fish,66.92,313.0
1998-07-01,fish,66.89,313.0
1998-08-01,fish,66.7,313.0
1998-09-01,fish,66.7,313.0
1998-10-01,fish,66.75,313.0
1998-11-01,fish,67.03,313.0
1998-12-01,fish,67.25,313.0
1999-01-01,fish,67.28,313.0
1999-02-01,fish,67.64,313.0
1999-03-01,fish,67.76,313.0
1999-04-01,fish,68.65,313.0
1999-05-01,fish,68.59,313.0
1999-06-01,fish,71.89,313.0
1999-07-01,fish,71.32,313.0
1999-08-01,fish,70.97,313.0
1999-09-01,fish,70.76,313.0
1999-10-01,fish,70.64,313.0
1999-11-01,fish,70.09,313.0
1999-12-01,fish,70.0,313.0
2000-01-01,fish,70.18,422.0
2000-02-01,fish,70.21,422.0
2000-03-01,fish,70.39,422.0
2000-04-01,fish,70.86,422.0
2000-05-01,fish,71.26,422.0
2000-06-01,fish,74.53,422.0
2000-07-01,fish,73.84,422.0
2000-08-01,fish,74.27,422.0
2000-09-01,fish,74.09,422.0
2000-10-01,fish,74.56,422.0
2000-11-01,fish,74.99,422.0
2000-12-01,fish,75.59,422.0
2001-01-01,fish,76.53,422.0
2001-02-01,fish,76.54,422.0
2001-03-01,fish,77.21,422.0
2001-04-01,fish,79.89,422.0
2001-05-01,fish,79.34,422.0
2001-06-01,fish,82.77,422.0
2001-07-01,fish,81.54,422.0
2001-08-01,fish,82.46,422.0
2001-09-01,fish,81.85,422.0
2001-10-01,fish,82.15,422.0
2001-11-01,fish,82.44,422.0
2001-12-01,fish,82.34,422.0
2002-01-01,fish,83.19,422.0
2002-02-01,fish,83.93,422.0
2002-03-01,fish,83.82,422.0
2002-04-01,fish,85.09,422.0
2002-05-01,fish,85.58,422.0
2002-06-01,fish,87.95,422.0
2002-07-01,fish,87.79,422.0
2002-08-01,fish,88.97,422.0
2002-09-01,fish,87.82,422.0
2002-10-01,fish,87.33,422.0
2002-11-01,fish,86.71,422.0
2002-12-01,fish,86.81,422.0
2003-01-01,fish,86.5,422.0
2003-02-01,fish,86.88,422.0
2003-03-01,fish,87.01,422.0
2003-04-01,fish,86.75,422.0
2003-05-01,fish,86.69,422.0
2003-06-01,fish,89.67,422.0
2003-07-01,fish,88.34,422.0
2003-08-01,fish,88.11,422.0
2003-09-01,fish,86.8,422.0
2003-10-01,fish,87.25,422.0
2003-11-01,fish,86.8,422.0
2003-12-01,fish,86.2,422.0
2004-01-01,fish,84.57,422.0
2004-02-01,fish,85.56,422.0
2004-03-01,fish,85.3,422.0
2004-04-01,fish,84.64,422.0
2004-05-01,fish,85.24,422.0
2004-06-01,fish,87.49,422.0
2004-07-01,fish,87.26,422.0
2004-08-01,fish,86.28,422.0
2004-09-01,fish,85.67,422.0
2004-10-01,fish,85.27,422.0
2004-11-01,fish,85.05,422.0
2004-12-01,fish,84.99,422.0
2005-01-01,fish,84.79,422.0
2005-02-01,fish,85.01,422.0
2005-03-01,fish,84.39,422.0
2005-04-01,fish,84.22,422.0
2005-05-01,fish,85.64,422.0
2005-06-01,fish,88.67,422.0
2005-07-01,fish,86.62,422.0
2005-08-01,fish,86.35,422.0
2005-09-01,fish,86.02,422.0
2005-10-01,fish,85.92,422.0
2005-11-01,fish,86.12,422.0
2005-12-01,fish,85.38,422.0
2006-01-01,fish,86.26,377.0
2006-02-01,fish,85.54,377.0
2006-03-01,fish,86.05,377.0
2006-04-01,fish,86.61,377.0
2006-05-01,fish,87.85,377.0
2006-06-01,fish,88.38,377.0
2006-07-01,fish,89.73,377.0
2006-08-01,fish,90.76,377.0
2006-09-01,fish,89.86,377.0
2006-10-01,fish,90.26,377.0
2006-11-01,fish,90.39,377.0
2006-12-01,fish,90.05,377.0
2007-01-01,fish,90.85,388.0
2007-02-01,fish,89.33,388.0
2007-03-01,fish,88.86,388.0
2007-04-01,fish,88.66,388.0
2007-05-01,fish,87.97,388.0
2007-06-01,fish,88.45,388.0
2007-07-01,fish,87.81,388.0
2007-08-01,fish,87.82,388.0
